Time [h],0,1,2,3,4,5,6,7,8,9,10,11
gene 1,-0.822637833102,-0.709115151143,-0.764872121265,-0.369741478103,0.237907768806,0.715789922437,0.78050882207,0.879779773328,0.629436239149,0.100839184494,-0.689072436585,-0.76579958701
gene 1,-0.585102821912,-0.879911514888,-0.913190300286,-0.442522962307,0.0987341125664,0.775995365951,0.715349258945,0.791600162066,0.528968742526,0.20861874899,-0.376663801337,-0.709654952943
gene 1,-0.754521714704,-0.847975599274,-0.486864359944,-0.23490796388,0.164634645499,0.642811587583,0.668232394464,0.652440761086,0.613273528172,0.0411512435218,-0.500372443284,-0.839846093059
gene 1,-0.956027494026,-0.968471599188,-0.743232962561,-0.427864570392,0.156033078871,0.789837799078,0.798077670632,0.828351059084,0.623644822016,0.25309440098,-0.535554420519,-0.772704499692
gene 2,-0.0694007041877,0.306094417354,0.0528170924844,0.469037973329,0.263471378535,0.47279727389,0.518306901448,0.367240992489,0.323656716674,0.249555809066,0.433808855314,0.289370906153
gene 2,-0.020825035036,0.295235363759,0.247577927359,0.42456483163,0.384064720615,0.462235825495,0.438993204182,0.453562563233,0.418767753141,0.441624617677,0.413788400732,0.312519853139
gene 2,0.105149394066,0.146916955868,0.2640796041,0.430418506537,0.476767348335,0.409455523336,0.424771344748,0.39088569407,0.385583229208,0.294965858025,0.542418055458,0.366886602396
gene 2,-0.0339879871427,0.202720104409,0.0507942080904,0.198687326816,0.492735238907,0.591394155601,0.228122373938,0.36424703939,0.500647163658,0.484059452226,0.507928683031,0.206757294608
gene 3,0.722326517806,0.66870543316,0.198610570506,-0.323908104711,-0.287674657246,-0.159891182033,0.239493545551,0.630014784911,0.559418927668,0.761373972643,0.309436407062,0.808469269189
gene 3,0.602754793353,0.524203055833,0.259738698246,-0.149173285071,-0.416192554973,-0.128569434915,0.3423190866,0.753872685385,0.82554986013,0.552172427429,0.60473647407,0.993231977198
gene 3,0.659378326792,0.647268819367,0.128212632624,-0.37007507241,-0.40067256433,-0.143717036046,0.261664680244,0.474112647192,0.531940779382,0.60923577529,0.419224433777,0.84933881159
gene 3,0.765899617753,0.441068570084,0.130811723128,-0.318578805101,-0.357666996425,-0.262626839767,0.222852792356,0.593209181698,0.564984887826,0.581760578092,0.45777165241,0.975290193341
gene 4,1.74127958874,1.44996257028,1.35471196532,0.917789328591,0.54000079858,0.358024988845,0.155818955571,0.181698041101,0.0322770967338,0.637549460926,0.796645330089,1.14012783492
gene 4,1.74633411567,1.58571246239,1.23951729442,1.03090007877,0.714994723724,0.315571209325,-0.14977301373,0.114225609333,0.356657613738,0.55993925516,0.928740511296,0.906521618881
gene 4,1.89550901827,1.62581037899,1.37514270476,1.12969803422,0.846172261318,0.299536965281,0.167247366501,0.263647737496,0.298703093824,0.586936933705,0.749331611462,0.981077746768
gene 4,1.85599031208,1.45639092429,1.34101718872,1.07326281177,0.684173629043,0.333912430287,0.133080516465,-0.164591513134,0.323778936943,0.331188707273,0.716321746161,1.03779620765
gene 5,-0.936629545267,-0.595504147816,-0.526005497382,-0.302699078103,0.0941837478196,0.499991387274,0.49943143169,0.811442275722,0.802235125462,0.951981178447,0.875838414115,0.943573210156
gene 5,-0.9543972031,-0.559589008187,-0.32171974884,-0.0657914963301,0.249057676356,0.345436340674,0.729518089646,0.852676983964,1.10327898554,0.977870609793,1.00522761461,0.813240271605
gene 5,-0.786532619923,-0.571437988426,-0.272949753611,-0.238930188679,0.274492911519,0.539733359888,0.786997130946,1.02763301391,0.826176067027,0.964089904325,0.764840936299,0.918537828628
gene 5,-0.849597623284,-0.767253570817,-0.346169061839,-0.353700072271,0.208580474874,0.474046882131,0.584704459078,0.900353958794,0.862385968588,1.1680965732,1.03001046677,0.885911137565
gene 6,-1.05422580705,-0.816396414852,-0.857159760714,-0.602788363208,-0.660890449399,-0.739777684495,-0.608640797999,-0.793905582818,-0.721878669142,-0.772488573385,-0.684931368204,-0.857959188896
gene 6,-0.868975660859,-1.00455744286,-0.51590488742,-0.849893869927,-0.656975063739,-0.785032151799,-0.815811854169,-0.749128297999,-0.759399362313,-0.75147654117,-0.837308283195,-0.854843949885
gene 6,-0.80401734186,-0.801261706588,-0.786037028299,-0.742786420007,-0.883816999692,-0.501460315344,-0.635949242207,-0.819058115841,-0.800246646679,-0.848583879808,-0.814173879178,-0.758094867342
gene 6,-1.0537929321,-0.823087512137,-1.15611281914,-0.762794426496,-0.462341404601,-0.701306293658,-0.725818054206,-0.780272848858,-0.833186653669,-0.67985108818,-0.71014515924,-0.734948143867
gene 7,-0.0355390171407,-0.0736714415865,0.101228956563,0.293104602607,-0.00605752963871,-0.0521583324612,0.0997992219651,0.19440289958,0.255799473415,0.581019377544,0.763197386377,0.814535551694
gene 7,0.105792352573,-0.0483006682425,-0.0561901488509,0.00631395336258,0.00452784959991,-0.0141736084314,-0.0656501291578,-0.0473797661378,0.261331101225,0.55879534081,0.588894873017,1.13523156247
gene 7,-0.13877214899,0.118536373393,0.138564228344,-0.049086356764,-0.109757153429,-0.149632272946,-0.106227806451,0.186067598327,0.154527187606,0.63414759863,0.607286636954,0.899064810402
gene 7,0.00331772977817,-0.0971336329769,0.0543056828032,-0.0875147480485,0.0127793888418,-0.0571639248599,-0.0975714849972,0.153952892046,0.296955515291,0.612799534941,0.703318846813,0.974340663052
