input,0,2,4,6,8,10,12,14,16,18,20,22
gene 0,1.326815185120237,-0.13449418193600493,0.15454707981240162,0.45623655048506001,0.74561918961381946,0.99636716800117531,0.18720943501689541,-0.57144100469081738,-0.2739860555535128,0.61106430664370348,1.3107675860842283,1.119808740346935
gene 0,1.4416005852747367,0.55702756864041092,0.86208834007592561,0.48139618253876387,0.23513487593791071,0.8235996704747266,0.87890546403718472,0.099541874135775199,-0.93144318891206102,0.50253896197615566,2.542798556722814,1.2904976456653439
gene 0,0.33264545712691485,0.44670919268129522,0.29786144449274976,-0.30639661048793332,-1.0328262151399534,0.55581747307403018,-0.39551472165750012,-0.20716610078991959,-0.36998115715047791,0.45750386608498583,0.62802445348077662,0.96438450226146522
gene 0,0.9183138849108019,0.1155704001680965,1.549138655632206,1.3528296600255008,0.18084923058106536,1.2246890742477941,0.48928829140595442,-1.2134012206635825,0.088873728646439554,1.4982298502472529,1.3512451547077033,1.4240886519183713
gene 1,0.024583089599300195,0.45338763202752663,0.78543813624724901,1.189428834852547,2.2981187249751382,1.3352713157726754,1.1625994205838104,0.43190655921905302,-0.402587701436453,-1.8217182373789211,-1.3086571369135995,-1.0249385569778806
gene 1,0.17146143703377528,0.22262724953382937,0.97217788788622483,0.8192011366891595,1.0045879296166966,0.86012640317243449,1.3177984552887434,0.71464336823295938,-0.82096418733488918,-0.84678070190386023,-1.111035223812046,-2.3129419491415559
gene 1,-0.59582910707860937,0.51600556114225182,0.58634462598449399,0.65293059981518298,1.4040781663111876,1.2989197446104004,0.16486348677817497,-0.35917564990541256,-0.54605314539949723,-0.92032292045332342,-2.2265411462517726,-1.3830614828855472
gene 1,-0.4670584118851413,0.0228080338500673,0.54460013373252736,1.045890668875691,0.73414160284595842,1.2711554534206235,1.0032236342393164,1.2008144289404381,-0.47388636749931207,-1.3567374785067767,-1.3383874815827475,-1.7958164237104968
gene 2,0.34726948271032521,0.24704639798492484,0.10157046193140039,-0.92838570777589746,-1.1962065842815148,-0.49541047604456057,-1.204128511144231,-1.5159101562524264,-1.4312102695883213,0.60681791011686159,1.1658039854798807,1.2229175298756341
gene 2,0.28854921397015321,0.65140000019794642,-0.16830124065026239,-1.5299918223844271,-1.7379600546987612,-1.0445295305999285,-1.9251918897572133,-0.096286424097888457,-0.47809003027101077,-0.21161685228518706,0.47177295143544851,1.5070265691144444
gene 2,-0.073400003534308575,0.72450055029964255,0.35419787799007496,-0.43457163721727787,-0.72604080848149366,-0.8316318715902471,-1.2330933243235829,-1.3225804515625472,0.023009794414448781,-0.34955908984058454,1.0660659708492417,1.6903576885832927
gene 2,-0.4617574291704028,-0.26873806409373174,0.12739160331693622,-0.84234316555667055,-1.3923436162817979,-1.8424497711170278,-0.55429537923322814,-0.62704377019402613,-0.1247920166236596,0.44317740462574112,0.1045948226629283,1.1476325289862537
gene 3,0.47665479293204227,-0.16183304799922943,-0.2566789364871534,0.15312849174945561,1.3149800822708149,0.7779255431228933,0.23147581564802336,-0.058316307383283916,0.60755074473153714,0.36655895141310491,0.33451887008419068,0.40052616445063183
gene 3,1.0842743177865457,0.40362393749958503,0.349856498163025,-0.12197334869127918,1.6914773369543825,0.43295943692157701,0.28455701574953313,0.0063432092812189533,0.16483970890325472,1.0544330556723027,0.18678907253558924,-1.1263999312030408
gene 3,-0.10105476013611925,0.33752667037659251,-1.1184984238702085,0.47874445862622717,0.78495930979649742,1.4108411341035911,0.14014986901811222,0.62170304408992327,0.91388357404378828,1.0936406792375399,-0.19453739851436613,0.25751398505304873
gene 3,0.99886729462243551,1.0846321177275029,0.31000017197923141,1.5766047908645486,0.75525364597781819,1.9570623549166304,0.36528617750993753,0.29770382570724968,0.56294748500112413,1.7315517084618577,0.55342357412640542,-0.6915153458800638
gene 4,1.0970063893601509,-0.48676345502080309,-0.9477701298793253,-0.9521487133919746,-1.2958633746406321,-1.6795567917693799,-2.0621750435592374,-1.9359199967364713,0.66978808620430008,-0.1307870044328695,0.30889888415217864,1.4074542843441848
gene 4,1.2497984414276115,-0.038209623288062516,-0.2311932661690797,0.59842331913455826,-0.17065754286575419,-2.0661996481130771,-0.90229557157259122,0.32249547494461667,0.78738407549804379,0.64233654198065393,-0.00072071706724752271,1.3548353715542585
gene 4,1.2099190263583159,-0.29461826870731966,-1.3481761566839927,-1.2601611499519239,-1.5289672043932161,-1.7704850328974784,-1.4897831186468269,-0.013411047889086591,0.77918941745962145,0.84049483243760292,0.89685532388852385,1.1285200974088365
gene 4,0.61230127247576593,0.73312862817012781,0.15895859711961868,-0.82396443397514574,-1.6849409036772836,-1.3951904751810746,-1.1754441353542464,-0.83684362420268377,0.40439053677589093,0.65072491423574075,1.1333398518558808,0.70375628072690299
gene 5,-0.40991858150705535,0.013699492461596185,-0.30961815259298753,0.88418848326328803,0.42468104244640881,2.3027517701821929,1.4209657542081082,-0.82361799052518081,-1.8479035347413901,-3.2602352846718627,-1.6610195492423472,-1.8192754546382042
