Ground Truth Control,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,40.0,42.0,44.0,46.0,48.0
CATMA3A49070,-1.8423,-1.517,-0.41639,-1.4204,-1.4414,-1.3353,-1.1375,-1.2003,-1.3702,-0.80826,-0.62474,-0.42015,-0.83381,-0.36832,-0.17976,-0.62426,0.55888,-0.8384,-0.64386,-0.89059,0.015381,-0.26508,-1.247,-0.46243
CATMA3A49070,-1.5079,-0.84172,-1.3603,-0.57146,-1.4133,-1.1346,-1.5209,-0.66337,-1.1692,-3.2636,-1.3013,-1.0529,-1.444,-1.2711,-1.4608,-0.31062,-0.60193,-1.2324,-1.1752,-0.67115,-1.5067,-1.2062,-0.92898,-0.2641
CATMA3A49070,-1.9245,-1.3196,-0.88094,-1.4596,-1.0412,-1.5759,-1.5597,-1.3741,-1.8233,-1.5376,-0.98821,-1.1653,-0.50317,-1.2094,-0.95346,-1.3484,-1.0784,-1.3236,0.1319,-0.96882,-1.3497,-0.68929,-0.61743,-0.50931
CATMA3A49070,-0.83137,-0.72645,-2.0506,-1.5748,-1.0541,-1.1577,-1.2612,-1.5845,-0.80967,-0.6939,-1.4176,-1.323,-0.82051,-0.95474,1.7116,-1.146,-0.74222,-1.2565,-0.15607,-0.94813,-0.64804,-0.32999,-1.1464,-0.88374
CATMA2A34430,-0.34201,-0.48049,0.28569,-0.33507,-0.36436,0.096743,-0.56879,-0.92811,-0.19827,-0.35696,-0.97056,-2.5198,-1.1011,-0.88596,-0.18797,-1.1778,0.32191,-0.33922,-2.6349,-0.10671,-0.53325,-0.67185,-1.9023,-0.73152
CATMA2A34430,-0.83965,-1.0087,-0.91275,-0.82907,-0.75219,-0.6404,-0.3163,-1.1959,-0.52393,-0.9094,-0.74579,-1.0472,-1.619,-0.3731,-1.2901,-0.32574,-0.92842,-0.50442,-1.3552,-0.49373,-0.45105,0.064878,-0.62015,-1.2363
CATMA2A34430,-1.1287,-0.60642,-0.76427,-0.87148,-0.83656,-0.38058,-0.50173,-0.31006,-0.80898,0.26806,0.038185,-0.62194,-1.4481,-0.71259,-0.66956,-0.49637,-1.1349,-0.63577,-0.46752,-0.47375,-0.56171,-0.85749,-0.48678,-1.0741
CATMA2A34430,-0.89026,-0.86026,-0.76809,-0.90984,-0.63772,-0.21088,-0.087406,-1.3311,-1.0795,-0.40819,-0.95306,-1.7269,-0.69987,-0.59588,-0.50556,-0.45062,-0.90962,-0.69253,-1.8149,-0.89971,-1.1348,-1.359,-0.93647,-0.72996
CATMA4A18150,-1.9024,-1.4184,-0.74984,-3.1694,-1.6247,-2.2605,-3.3661,-1.6376,-2.8357,-1.5406,-1.0008,-2.9558,-1.6909,-0.65734,-0.98399,-1.9524,-0.9754,-1.0366,-1.0973,-2.6886,-1.9251,-1.942,-1.1242,-0.67487
CATMA4A18150,-2.1805,-1.3195,-0.96861,-1.629,-2.698,-1.4584,-2.0809,-1.0385,-0.49312,-1.4449,-2.5114,-1.1638,-0.80603,-1.7739,-1.8894,-1.8441,-4.8559,-1.1181,-2.6213,-1.5012,-1.3572,-1.0372,-1.889,-1.7007
