Time [h],0,1,2,3,4,5,6,7,8,9,10,11
gene 1,0.084897458796717729,-0.75944827058310371,-0.84888356470018944,-0.94334766019485439,-0.77859852096176252,-0.20680170406191262,0.15208720144055432,0.83917728402339598,0.69433707772875142,0.98392194618889339,0.52010196193346958,-0.06140406724582495
gene 1,-0.066062035438529731,-0.56508864592946706,-0.81321606617310971,-0.73067874334185567,-0.7363445356242041,-0.3707947223128652,0.3815864182033098,0.78749878642750448,0.91002677928639275,0.63097710169052124,0.74415302035274467,-0.11532775109052379
gene 1,-0.16364959080080199,-0.27750598321905456,-0.83095628601627314,-0.9081154838588692,-0.69374534448228165,-0.37238488834530253,0.2773045254066559,0.81472944424245364,0.94242786610579743,1.0839099930788627,0.64496472489856072,0.023229699478211539
gene 1,-0.060872631726530374,-0.30142609030377704,-0.77795078183613697,-0.84896209197049977,-0.70687931351274313,-0.48069262913089555,0.56387937192999349,0.67510546214171063,0.75107349366511156,0.78449009852766072,0.48485590886015273,-0.060332365915270941
gene 2,0.30051915403670437,0.11541139913115778,0.35980776745307597,0.46347144587145406,0.35402259542285386,0.051442775967314461,-0.12178921230304018,-0.23901826909679888,-0.59898669301461238,-0.859250970479711,-0.80412968108692195,-0.70514802851087233
gene 2,-0.1204301212424688,0.36373744276311476,0.17681374295721686,0.1554245155014346,0.39063578148967676,-0.008724127088081679,-0.11357979256960704,-0.2705174107075316,-0.61785992242549093,-0.89735688895204202,-0.66620059853479086,-0.86197177281097548
gene 2,0.25022131493910099,0.027151408912371028,0.3194225218196054,0.35806539063768777,0.17196617525670257,0.074153205840621086,-0.10822792617596118,-0.39655155349885451,-0.49300626775359147,-0.76769215025803983,-0.82339833318977529,-0.80783412255523235
gene 2,0.046497241650272331,0.022276773221904245,0.25837174779397443,0.24769657774790632,0.14739733121450413,0.15776594632563906,-0.27925565443962086,-0.41244242941603104,-0.64467929078255304,-0.73656748255359117,-0.92392243527518403,-0.99217051817451751
gene 3,0.9791299870649659,0.78392471867461511,0.47994895975295043,-0.06065421258944774,-0.25952707011608389,-0.19064016241998438,0.11843889880319514,0.2412135885356253,-0.028454882992288141,-0.35686201473301432,-0.89238363662035947,-0.91639801619192152
gene 3,0.90724487327943426,0.9397636282306655,0.45916520639700081,-0.14785194432627019,-0.32166904605583269,-0.10597527636513376,0.23500132386339806,0.2550149233695756,0.072912617745112929,-0.31002173225442664,-0.63297990910579416,-0.98235489146144728
